,agent,pattern,n,sla_compliance_mean,sla_compliance_std,sla_compliance_ci95,avg_cost_mean,avg_cost_std,avg_cost_ci95,churn_mean,churn_std,churn_ci95,avg_latency_mean,avg_latency_std,avg_latency_ci95,p99_latency_mean,p99_latency_std,p99_latency_ci95,max_latency_mean,max_latency_std,max_latency_ci95,severity_mean,severity_std,severity_ci95,cpu_util_mean,cpu_util_std,cpu_util_ci95,reward_mean,reward_std,reward_ci95,composite_mean,composite_std,composite_ci95,reaction_time_mean,reaction_time_std,over_provisioning_mean,over_provisioning_std,over_provisioning_ci95,under_provisioning_mean,under_provisioning_std,under_provisioning_ci95,settling_time_mean,settling_time_std,settling_time_ci95,action_entropy_mean,action_entropy_std,action_entropy_ci95,replica_fairness_mean,replica_fairness_std,replica_fairness_ci95,reaction_time_ci95
20,Fixed-10,steady,15,97.27777777777777,1.316360221521537,"[96.667, 97.890]",0.36665892056657123,0.08808303960844584,"[0.322, 0.411]",14.2,2.956832281827487,"[12.800, 15.667]",578.4348466583876,435.27899139441644,"[375.118, 797.138]",19624.599459126697,12245.471704152707,"[13400.303, 25437.891]",24301.952042311663,11978.341859065102,"[18291.156, 29804.938]",17634.191575740515,7785.345761072463,"[13675.249, 21320.147]",0.4870415011145944,0.08896557225830524,"[0.444, 0.532]",-34.49562895282998,16.429163910432273,"[-42.403, -26.613]",0.986388888888889,0.006581801107607695,"[0.983, 0.989]",0.0,0.0,1.9466067019400355,0.32927390203375556,"[1.784, 2.111]",0.019444444444444445,0.009792827523216719,"[0.015, 0.024]",3.2666666666666666,1.579632265825846,"[2.532, 4.000]",0.44199187797614997,0.0539654675508479,"[0.416, 0.468]",0.9878131119015028,0.0035645563825973574,"[0.986, 0.989]","[0.000, 0.000]"
21,Reactive,diurnal,15,94.33333333333334,1.6726084561603354,"[93.556, 95.113]",0.5016788053617889,0.15213239281963828,"[0.429, 0.571]",19.2,4.1438422474110395,"[17.267, 21.268]",1770.6533950938906,1010.8625699336586,"[1302.422, 2259.498]",38786.00982416597,14544.120714881537,"[31463.006, 45671.439]",41765.72177980028,13988.149888900422,"[34641.510, 48254.045]",28515.137692289925,9303.640097825582,"[23899.150, 32977.280]",0.5240766762843577,0.02789825601006822,"[0.510, 0.537]",-78.6704402883881,25.124956755546688,"[-90.474, -66.533]",0.9629079488574003,0.023078835854423437,"[0.951, 0.973]",,0.0,1.9085262083595418,0.06906110897266599,"[1.874, 1.942]",0.03666666666666667,0.010350983390135314,"[0.032, 0.042]",6.8,2.007130147392398,"[5.865, 7.733]",0.61740758581971,0.08739834866096952,"[0.576, 0.661]",0.9171345760430293,0.020883324991141164,"[0.906, 0.927]",
22,Reactive,double_peak,15,92.88888888888889,3.5195974397033183,"[91.167, 94.556]",0.7458005803584508,0.2146180027727015,"[0.635, 0.848]",68.06666666666666,5.921711464320654,"[65.065, 70.667]",1687.9182054271203,1509.5493131707008,"[1005.040, 2454.223]",27871.640237164484,13146.624848122117,"[21217.544, 34061.653]",30220.80697621713,13004.435468573543,"[23598.627, 36252.792]",19550.405508691732,9317.910057185536,"[15081.943, 24091.402]",0.5526732287893912,0.012484788101002663,"[0.547, 0.559]",-110.46359184427924,50.51933305314316,"[-135.684, -86.434]",0.8484248356621732,0.12354967521063141,"[0.790, 0.907]",,0.0,2.0855547836282344,0.06864608657687794,"[2.051, 2.119]",0.0661111111111111,0.02860282666314106,"[0.052, 0.080]",8.666666666666666,4.16904693916396,"[6.667, 10.733]",1.3508360817054985,0.05431261793021665,"[1.324, 1.375]",0.9483268800867465,0.006686653005176165,"[0.945, 0.952]",
23,Reactive,flash_crowd,15,91.66666666666667,5.213687723918618,"[89.056, 94.111]",0.7637124967218628,0.22774140059338996,"[0.649, 0.872]",37.266666666666666,3.9725246860091863,"[35.333, 39.267]",1116.175221210053,844.2633009137535,"[730.445, 1540.434]",24524.871844888443,11231.080228851477,"[18792.016, 29793.029]",28216.272010412173,13185.203391483607,"[21587.433, 34390.319]",12822.376876088127,5966.51248419486,"[9844.545, 15715.496]",0.5828463789374094,0.0639285167999995,"[0.552, 0.615]",-119.55277100202794,70.36599595959517,"[-154.916, -86.432]",0.8300557657167824,0.1390495958232165,"[0.763, 0.897]",3.5,1.509230856356236,1.8527774163653354,0.19123745806777367,"[1.761, 1.948]",0.10666666666666667,0.09486832980505137,"[0.066, 0.160]",4.066666666666666,1.4375905768565218,"[3.333, 4.733]",0.9539721573133,0.07455891578138357,"[0.918, 0.989]",0.8517454301496269,0.02400138844264504,"[0.840, 0.863]","[2.600, 4.400]"
24,Reactive,gradual_ramp,15,98.94444444444443,0.8606629658238718,"[98.500, 99.389]",0.630587341576478,0.18659941611228656,"[0.532, 0.720]",24.933333333333334,3.5750457872525745,"[23.067, 26.535]",126.49154690322604,147.11029260174803,"[60.157, 202.762]",4610.095214887751,7090.516944472073,"[1452.369, 8314.166]",8020.532053058357,7857.1665097731775,"[4205.662, 12140.869]",6587.933718721097,5993.29485097919,"[3632.767, 9683.789]",0.7205372335808303,0.022693020027454512,"[0.709, 0.731]",-27.134,14.422266415908028,"[-34.304, -20.062]",0.9373854542030783,0.06426221078220976,"[0.907, 0.967]",0.0,0.0,1.3341131449367423,0.04131528756805546,"[1.315, 1.356]",0.01888888888888889,0.027542655710695068,"[0.008, 0.034]",1.7272727272727273,0.7862453931068965,"[1.273, 2.182]",0.4898225075190847,0.04755125876732714,"[0.464, 0.511]",0.8494123302146358,0.007483209326301842,"[0.846, 0.853]","[0.000, 0.000]"
25,Reactive,noisy,15,78.99999999999999,4.758034141206733,"[76.778, 81.444]",0.4976166472503488,0.16409407547926602,"[0.415, 0.577]",61.666666666666664,8.005950168171053,"[57.933, 65.733]",7208.264977906223,4788.5723699667005,"[5000.739, 9467.077]",108737.24528759978,70594.46258159954,"[76361.129, 144886.676]",173753.69436716245,177621.73993453712,"[105058.694, 267592.340]",32250.063204291822,16668.226468525303,"[24713.011, 40201.250]",0.4892260050889559,0.01309327081645271,"[0.483, 0.495]",-265.5077728275577,61.57108823308326,"[-293.965, -233.298]",0.8875930192736432,0.03172604275850687,"[0.872, 0.904]",7.570545312567851,2.7390526754722915,2.6575882705106593,0.1552599566508641,"[2.585, 2.736]",0.16277777777777777,0.02290132964416913,"[0.152, 0.174]",10.8,6.04979338490167,"[7.800, 13.800]",1.5023525743570028,0.034119240989151214,"[1.486, 1.518]",0.9534111882160234,0.011177796403280836,"[0.948, 0.959]","[6.390, 9.089]"
26,Reactive,sawtooth,15,98.55555555555557,0.9690992927215673,"[98.056, 99.056]",0.5823436176705,0.18733920606025237,"[0.487, 0.671]",43.86666666666667,5.629852404391975,"[40.998, 46.533]",160.5566194002444,167.57157679788463,"[83.553, 245.477]",5933.546142657086,7805.003885472664,"[2356.224, 9908.060]",9785.699743128907,8606.348711499302,"[5744.787, 14125.003]",7237.558937527301,6032.6197245436815,"[4366.099, 10323.703]",0.6024935521235714,0.016035580291734047,"[0.594, 0.609]",-29.283317467091276,15.992954447358766,"[-36.914, -21.476]",0.9560935560876004,0.05362033597171278,"[0.929, 0.981]",26.729166666666664,25.880975653820528,1.9416994146968347,0.07572072776159847,"[1.904, 1.977]",0.017222222222222226,0.013163602215215384,"[0.011, 0.024]",2.0,1.0,"[1.462, 2.538]",1.0439308182998948,0.08360566353705073,"[1.000, 1.082]",0.9361175366882079,0.004994001139996483,"[0.934, 0.939]","[11.498, 43.938]"
27,Reactive,steady,15,96.72222222222223,1.3163602215215384,"[96.111, 97.389]",0.3580173269059832,0.08469356964493059,"[0.315, 0.401]",8.933333333333334,2.1536237457121516,"[7.933, 10.000]",800.1547836607048,571.0287256600544,"[528.274, 1085.882]",24811.32024183097,13840.355629793428,"[17621.051, 31428.363]",28553.189694631943,14044.516480111697,"[21521.435, 35313.029]",20472.79016199809,10220.154122867481,"[15344.300, 25578.060]",0.47578647432306376,0.05117504642902465,"[0.451, 0.500]",-41.29187324027736,16.523191449371108,"[-48.973, -32.934]",0.9836111111111111,0.006581801107607699,"[0.981, 0.987]",0.5,0.7071067811865476,1.9702103174603174,0.20127444761739235,"[1.874, 2.071]",0.02166666666666667,0.006139903313441727,"[0.018, 0.024]",3.933333333333333,1.5796322658258455,"[3.133, 4.667]",0.2502555212782825,0.07389812746034922,"[0.218, 0.290]",0.9858114165883778,0.004583310288933206,"[0.983, 0.988]","[0.000, 1.000]"
28,RL-PPO,diurnal,15,95.88888888888889,1.459325059618189,"[95.167, 96.611]",0.7332000633813531,0.23317807241494756,"[0.613, 0.843]",19.266666666666666,5.297798284822353,"[16.667, 21.867]",1148.1832740738964,775.1271253943978,"[800.022, 1543.743]",31888.374320513853,14648.295628178405,"[24849.006, 38890.651]",35658.069085816525,15349.571708930307,"[28415.014, 43048.672]",24711.801273235793,9378.768623119307,"[20064.616, 29125.434]",0.31457793035242987,0.022046247530337845,"[0.304, 0.325]",-70.35620166724884,24.353837218108218,"[-82.230, -58.675]",0.8681524342413406,0.12327863522165668,"[0.808, 0.926]",,0.0,3.793075227241894,0.37624804167149295,"[3.619, 3.975]",0.028333333333333332,0.010350983390135314,"[0.023, 0.033]",4.933333333333334,1.7511900715418263,"[4.067, 5.800]",0.4353326718354066,0.09135305997512999,"[0.389, 0.478]",0.975862247686084,0.008124001773738093,"[0.972, 0.980]",
29,RL-PPO,double_peak,15,96.0,2.094020208813811,"[94.944, 96.944]",0.8240621384796468,0.2668800064768901,"[0.691, 0.948]",23.2,4.329302154257328,"[20.933, 25.200]",879.9016910224103,741.9188944380617,"[556.732, 1260.550]",21995.46255408426,13063.914965164018,"[15753.655, 28340.070]",27590.92772195111,13125.371465319466,"[21373.467, 33716.236]",18334.634380933316,7784.801757619509,"[14629.767, 22120.489]",0.4624597531977501,0.03280372071780276,"[0.445, 0.479]",-74.31933333333333,34.24389068905298,"[-91.440, -58.675]",0.8112006120627577,0.17248703284284264,"[0.730, 0.893]",,0.0,2.499909831355688,0.1824018045888141,"[2.414, 2.596]",0.02888888888888889,0.01601916841205425,"[0.021, 0.037]",4.8,2.512824250576573,"[3.667, 6.067]",0.47417180150033,0.10654044513691649,"[0.425, 0.527]",0.9709615434260299,0.005959170997785921,"[0.968, 0.974]",
30,RL-PPO,flash_crowd,15,97.11111111111111,1.0850109111196424,"[96.556, 97.611]",0.7955227641636498,0.2890833276864568,"[0.653, 0.940]",25.466666666666665,4.103424818136094,"[23.467, 27.467]",621.2972015271846,505.65074232244126,"[395.177, 878.057]",20739.09157170642,13355.213536852536,"[14307.815, 27359.678]",25216.468904277102,12811.793059406044,"[18850.958, 31246.506]",17938.617169948473,9903.68519115523,"[13000.022, 22703.476]",0.5317229190890775,0.03886866111283087,"[0.514, 0.552]",-57.0676461649638,21.924623384998732,"[-67.628, -46.558]",0.8282316367863349,0.1753036853415613,"[0.738, 0.912]",4.25,1.6025547785276542,2.159504556594089,0.10303871494813971,"[2.105, 2.206]",0.05166666666666668,0.08820295859415321,"[0.017, 0.102]",3.466666666666667,1.3020130933435712,"[2.867, 4.133]",0.5922865805925446,0.14162212351693917,"[0.525, 0.663]",0.9238794021523341,0.01530949388433652,"[0.917, 0.931]","[3.417, 5.083]"
31,RL-PPO,gradual_ramp,15,99.0,0.8451542547285178,"[98.556, 99.389]",0.6288392616141911,0.19100847184508712,"[0.528, 0.722]",23.8,3.8582009130829724,"[21.867, 25.600]",90.68558118938513,104.54605980735744,"[43.845, 146.758]",2526.3326985013937,4467.073027538998,"[552.748, 4929.705]",6570.655053442243,6963.487556865406,"[3274.370, 10152.677]",5023.942317863521,5067.771048934909,"[2636.813, 7672.131]",0.6825491148720443,0.02655625506349158,"[0.670, 0.696]",-25.036213620410745,14.524995051782136,"[-32.344, -17.903]",0.9386992789605575,0.0637164329066434,"[0.909, 0.969]",15.0,21.213203435596427,1.5049589908470151,0.0814394979581846,"[1.467, 1.546]",0.01611111111111111,0.017668313789643657,"[0.008, 0.026]",1.6363636363636365,0.8090398349558905,"[1.182, 2.091]",0.4537691856160454,0.0807128395513614,"[0.415, 0.493]",0.919499055509276,0.010106404072042139,"[0.915, 0.925]","[0.000, 30.000]"
32,RL-PPO,noisy,15,96.83333333333333,2.1175757327961087,"[95.833, 97.833]",0.9503595457020622,0.27584843087360494,"[0.815, 1.085]",27.8,1.740279123753264,"[26.933, 28.667]",1268.2224966225845,2115.7747424909703,"[471.002, 2469.939]",34735.20266768517,51739.80585563234,"[14869.305, 63802.895]",59772.50246244948,76634.030349005,"[27947.976, 100414.538]",25906.78697568703,29167.07840719365,"[13936.913, 41382.632]",0.23983672001784206,0.02713436832670366,"[0.226, 0.253]",-69.55409217599733,30.259391932269846,"[-83.812, -54.690]",0.7465195757737656,0.19477761928418677,"[0.652, 0.842]",5.236930650351703,4.797813676900231,6.254907252148637,0.7473119154077077,"[5.906, 6.610]",0.02666666666666667,0.013801311186847085,"[0.019, 0.033]",4.615384615384615,2.328750077418554,"[3.385, 5.846]",0.5494790708241614,0.1015200200711671,"[0.500, 0.601]",0.9517971314859228,0.012276525184535744,"[0.945, 0.957]","[2.977, 7.528]"
33,RL-PPO,sawtooth,15,98.83333333333334,0.9343531843023141,"[98.333, 99.278]",0.6680538775702679,0.16799814012803682,"[0.581, 0.749]",18.333333333333332,3.7543625417956235,"[16.465, 20.200]",125.14257393978482,137.7938816283711,"[62.437, 198.140]",3400.743414514496,5880.9188152168745,"[842.890, 6435.737]",8456.284334476106,7160.878550528791,"[5142.078, 12239.225]",6809.274448132168,4289.03118832462,"[4654.895, 8870.016]",0.47568599871676576,0.01538668777702047,"[0.468, 0.483]",-30.485999999999997,13.10974708266443,"[-37.432, -24.297]",0.930824267546378,0.07625826486016479,"[0.892, 0.966]",2.75,3.8890872965260113,2.4605422966218886,0.06930894571939687,"[2.427, 2.495]",0.011666666666666665,0.007585491581939996,"[0.008, 0.016]",1.6153846153846154,1.0439078454267838,"[1.154, 2.231]",0.41119085975058073,0.06146230234620433,"[0.382, 0.443]",0.9605843237675956,0.006853831684273805,"[0.957, 0.964]","[0.000, 5.500]"
34,RL-PPO,steady,15,97.16666666666669,1.2117152999999499,"[96.611, 97.722]",0.5872401912601385,0.2031010849314663,"[0.486, 0.685]",14.133333333333333,4.273952113286561,"[12.067, 16.333]",602.0511894662718,451.87334569077706,"[399.694, 826.966]",19378.840969578287,11782.311686228943,"[13608.694, 25078.018]",25251.075236211585,11621.40045712251,"[19616.224, 30873.448]",17966.785253292543,8196.537214532716,"[13977.668, 22104.411]",0.33581151594300107,0.03029533513319184,"[0.321, 0.352]",-47.073650839020026,21.471379556087506,"[-57.227, -36.687]",0.9418890358771037,0.06274117297693219,"[0.912, 0.970]",0.0,0.0,2.848159391534392,0.2868207339867969,"[2.703, 2.993]",0.020555555555555556,0.009378857231185629,"[0.016, 0.025]",3.4,1.4540583599999397,"[2.733, 4.067]",0.33481142087959415,0.10087112907294665,"[0.286, 0.386]",0.9824858132779032,0.006434727049589341,"[0.979, 0.986]","[0.000, 0.000]"
35,RL-PPO_1M_STEPS,diurnal,15,95.88888888888889,1.459325059618189,"[95.167, 96.611]",0.6007789659799728,0.24073529864163687,"[0.483, 0.720]",17.0,5.398412465054624,"[14.400, 19.667]",1148.1890836621126,775.0761889056578,"[800.070, 1543.709]",31888.374320513853,14648.295628178405,"[24849.006, 38890.651]",35658.069085816525,15349.571708930307,"[28415.014, 43048.672]",24711.801273235793,9378.768623119307,"[20064.616, 29125.434]",0.4342117347200297,0.035905107647358124,"[0.416, 0.452]",-63.494868333915505,24.759400966728176,"[-75.221, -50.933]",0.9188444573442613,0.08411145891136185,"[0.873, 0.957]",,0.0,2.6349022659439334,0.23094602302501546,"[2.525, 2.756]",0.028333333333333332,0.010350983390135314,"[0.023, 0.033]",4.933333333333334,1.7511900715418263,"[4.067, 5.800]",0.5386309855851492,0.0962339359588129,"[0.483, 0.578]",0.9830905507103102,0.006065111677531101,"[0.980, 0.986]",
36,RL-PPO_1M_STEPS,double_peak,15,94.55555555555556,3.6848395254125164,"[92.722, 96.222]",0.7285384976994157,0.18353419731941698,"[0.634, 0.818]",37.266666666666666,9.129752513205435,"[32.800, 41.802]",990.8411687218369,789.2462420226547,"[629.586, 1386.074]",22909.19363288594,13580.855008487395,"[16399.526, 29509.370]",27878.229543385933,13257.631408285846,"[21540.883, 34125.497]",17063.44945060214,8656.166977695902,"[13120.183, 21350.128]",0.5140226106080595,0.06569877364669768,"[0.482, 0.547]",-87.52151937812684,47.85337264483403,"[-111.586, -65.493]",0.8774616091279276,0.11157031476739081,"[0.822, 0.931]",,0.0,2.263753949228716,0.29620843509952405,"[2.120, 2.411]",0.06722222222222222,0.056910074800131945,"[0.041, 0.097]",7.066666666666666,5.202563470700445,"[4.667, 9.733]",0.8908019701207904,0.20813906086990527,"[0.787, 0.989]",0.9529752401945714,0.0059070651870319355,"[0.950, 0.956]",
37,RL-PPO_1M_STEPS,flash_crowd,15,95.0,6.915017014979812,"[91.222, 97.389]",0.6594431827212628,0.18927233554992576,"[0.565, 0.753]",28.066666666666666,6.352352395166766,"[25.133, 31.200]",837.1398424406301,1023.85971673486,"[429.500, 1397.840]",20597.55685276988,13403.234052889435,"[14142.956, 27022.943]",25353.674114552257,12679.356649425627,"[19183.217, 31239.736]",15937.354699936799,8317.418535897057,"[12220.452, 20110.945]",0.590478870875487,0.07428153377003593,"[0.554, 0.627]",-75.30473231342849,85.84680244122342,"[-122.968, -45.823]",0.9082157277887695,0.09424472524122583,"[0.862, 0.951]",2.7,0.8232726023485646,1.8767045977593961,0.2416247023770064,"[1.759, 2.002]",0.11111111111111113,0.127967423103153,"[0.054, 0.179]",3.466666666666667,1.505545305418162,"[2.733, 4.200]",0.6433951606704172,0.17349191108117523,"[0.560, 0.731]",0.8929781480738117,0.01423367612597822,"[0.886, 0.900]","[2.200, 3.200]"
38,RL-PPO_1M_STEPS,gradual_ramp,15,74.83333333333333,8.080694218173278,"[70.832, 78.778]",0.5284618401415081,0.14265668318421512,"[0.454, 0.597]",27.266666666666666,6.54071497475256,"[24.200, 30.533]",2332.9177400304525,1059.810634109556,"[1848.812, 2890.411]",22035.307007749838,1570.6955799173213,"[21260.115, 22800.202]",23221.099451938197,1704.796007076279,"[22421.486, 24064.251]",8866.536633015789,1736.3888840047682,"[8062.073, 9803.238]",0.8084878067230583,0.04873371253128329,"[0.785, 0.833]",-295.4291225831294,96.96119040999264,"[-343.232, -249.025]",0.8668682967262165,0.04369678163339415,"[0.845, 0.888]",5.333333333333333,11.21903144958007,1.27183003686093,0.1158054215869452,"[1.216, 1.329]",0.4394444444444445,0.10036968702787746,"[0.391, 0.488]",5.2,7.103319143692113,"[2.065, 8.935]",0.7905622474358408,0.20871639765813801,"[0.694, 0.897]",0.8975077212060053,0.025869150399509957,"[0.885, 0.910]","[0.000, 14.667]"
39,RL-PPO_1M_STEPS,noisy,15,95.83333333333333,2.136233148205518,"[94.778, 96.889]",0.9555205746790527,0.19748179461360643,"[0.856, 1.051]",43.666666666666664,8.997354108424373,"[39.465, 48.267]",1741.618647161956,2323.578736273495,"[721.680, 3011.647]",48317.73997331339,64659.44852938638,"[20867.094, 85120.545]",77576.53511018638,109525.21027866416,"[30280.658, 139104.418]",33393.00340180017,45176.19029250934,"[14633.033, 58326.790]",0.2470954959311126,0.03507149249901615,"[0.230, 0.264]",-83.73883023809759,27.470600393205565,"[-97.142, -70.574]",0.7441288084784474,0.15369480054285478,"[0.670, 0.822]",2.7153210283233165,1.5875603781564136,6.13551541275091,1.044301705153957,"[5.651, 6.681]",0.035,0.015170983163879992,"[0.028, 0.042]",4.714285714285714,2.054210364052382,"[3.643, 5.714]",1.0192266458725558,0.2248589088193636,"[0.906, 1.128]",0.9502361956182273,0.0102239523767958,"[0.945, 0.955]","[2.015, 3.618]"
40,RL-PPO_1M_STEPS,sawtooth,15,91.44444444444443,6.207927173248716,"[88.389, 94.390]",0.5573846369055195,0.18114103740352838,"[0.461, 0.651]",20.6,8.691539400063554,"[16.532, 24.867]",386.1388465927249,358.76809469082366,"[210.906, 564.692]",6917.922712667051,5968.6078977704365,"[4147.617, 9864.079]",9823.068356988797,6650.150367159205,"[6593.592, 13017.733]",3512.0611623263894,1892.5144015982896,"[2535.616, 4442.304]",0.6540868140163121,0.05580460990761068,"[0.627, 0.681]",-95.368873774425,68.037176323796,"[-129.162, -62.309]",0.9299042254310133,0.05855807358916892,"[0.900, 0.957]",15.416666666666666,12.350775954030851,1.7677002489851437,0.15619015398380606,"[1.694, 1.842]",0.22,0.09914315447556164,"[0.173, 0.268]",1.9285714285714286,1.1411388181101376,"[1.429, 2.500]",0.607087076031728,0.36134006994059126,"[0.438, 0.781]",0.968313128723372,0.010312334643397297,"[0.963, 0.973]","[6.833, 25.502]"
41,RL-PPO_1M_STEPS,steady,15,97.27777777777779,1.3163602215215362,"[96.667, 97.889]",0.4073954645108295,0.14989459736972163,"[0.337, 0.483]",12.4,4.102264183176338,"[10.467, 14.400]",563.708840935411,444.65011714153223,"[368.723, 786.149]",19306.977576523703,11594.446182698233,"[13837.496, 24919.181]",24461.961523414535,12433.854787932296,"[18368.125, 30231.328]",17078.375747255286,8351.38510238203,"[12888.094, 21112.315]",0.4458263825496729,0.060824293783776996,"[0.414, 0.475]",-36.409739113013735,21.682915562222913,"[-47.075, -26.645]",0.980480085342745,0.023166248660047274,"[0.968, 0.989]",0.2,0.44721359549995804,2.11689417989418,0.31161641252468014,"[1.978, 2.289]",0.018333333333333333,0.010059347702036956,"[0.013, 0.023]",3.5,1.3445044840729643,"[2.857, 4.214]",0.43238114224567664,0.11380997172554122,"[0.371, 0.482]",0.9870889117571501,0.005159202192050049,"[0.985, 0.989]","[0.000, 0.600]"
